scoring_dim,item_id,own_dim,own_level,judge,assigned
MSc,E42,MSc,0,haiku,0
MSc,E43,PLp,1,haiku,1
MSc,E44,PLe,3,haiku,0
MSc,E45,PLs,5,haiku,0
MSc,E46,PLp,0,haiku,0
MSc,E47,PLe,2,haiku,0
MSc,E48,PLs,4,haiku,0
MSc,E49,PLp,0,haiku,0
MSc,E50,PLe,1,haiku,0
MSc,E51,PLs,4,haiku,0
MSc,E52,MSc,5,haiku,5
MSc,E53,PLe,1,haiku,0
MSc,E54,PLs,3,haiku,0
MSc,E55,MSc,5,haiku,5
MSc,E56,PLe,0,haiku,0
MSc,E57,PLs,2,haiku,0
MSc,E58,MSc,4,haiku,4
MSc,E59,PLe,0,haiku,0
MSc,E60,PLs,2,haiku,0
MSc,E61,MSc,3,haiku,3
MSc,E62,PLp,5,haiku,0
MSc,E63,PLs,1,haiku,0
MSc,E64,MSc,3,haiku,3
MSc,E65,PLp,4,haiku,0
MSc,E66,PLs,0,haiku,0
MSc,E67,MSc,2,haiku,2
MSc,E68,PLp,4,haiku,0
MSc,E69,PLs,0,haiku,0
MSc,E70,MSc,2,haiku,2
MSc,E71,PLp,3,haiku,0
MSc,E72,PLe,5,haiku,0
MSc,E73,MSc,1,haiku,1
MSc,E74,PLp,2,haiku,0
MSc,E75,PLe,4,haiku,0
MSc,E76,MSc,1,haiku,1
MSc,E77,PLp,2,haiku,0
MSc,E01,PLe,4,sonnet,0
MSc,E02,MSc,0,sonnet,0
MSc,E03,PLp,1,sonnet,1
MSc,E04,PLe,3,sonnet,0
MSc,E05,PLs,5,sonnet,0
MSc,E06,PLp,0,sonnet,0
MSc,E07,PLe,2,sonnet,0
MSc,E08,PLs,5,sonnet,0
MSc,E09,PLp,0,sonnet,0
MSc,E10,PLe,2,sonnet,0
MSc,E11,PLs,4,sonnet,0
MSc,E12,PLp,0,sonnet,0
MSc,E13,PLe,1,sonnet,0
MSc,E14,PLs,3,sonnet,0
MSc,E15,MSc,5,sonnet,5
MSc,E16,PLe,0,sonnet,0
MSc,E17,PLs,3,sonnet,0
MSc,E18,MSc,4,sonnet,4
MSc,E19,PLe,0,sonnet,0
MSc,E20,PLs,2,sonnet,0
MSc,E21,MSc,4,sonnet,4
MSc,E22,PLp,5,sonnet,0
MSc,E23,PLs,1,sonnet,0
MSc,E24,MSc,3,sonnet,3
MSc,E25,PLp,5,sonnet,0
MSc,E26,PLs,1,sonnet,0
MSc,E27,MSc,3,sonnet,3
MSc,E28,PLp,4,sonnet,0
MSc,E29,PLs,0,sonnet,0
MSc,E30,MSc,2,sonnet,2
MSc,E31,PLp,3,sonnet,0
MSc,E32,PLe,5,sonnet,0
MSc,E33,MSc,1,sonnet,1
MSc,E34,PLp,3,sonnet,0
MSc,E35,PLe,5,sonnet,0
MSc,E36,MSc,1,sonnet,1
MSc,E37,PLp,2,sonnet,0
MSc,E38,PLe,4,sonnet,0
MSc,E39,MSc,0,sonnet,0
MSc,E40,PLp,1,sonnet,1
MSc,E41,PLe,3,sonnet,1
MSc,E42,MSc,0,sonnet,0
MSc,E43,PLp,1,sonnet,1
MSc,E44,PLe,3,sonnet,0
MSc,E45,PLs,5,sonnet,0
MSc,E46,PLp,0,sonnet,0
MSc,E47,PLe,2,sonnet,0
MSc,E48,PLs,4,sonnet,0
MSc,E49,PLp,0,sonnet,0
MSc,E50,PLe,1,sonnet,0
MSc,E51,PLs,4,sonnet,0
MSc,E52,MSc,5,sonnet,5
MSc,E53,PLe,1,sonnet,0
MSc,E54,PLs,3,sonnet,0
MSc,E55,MSc,5,sonnet,5
MSc,E56,PLe,0,sonnet,0
MSc,E57,PLs,2,sonnet,0
MSc,E58,MSc,4,sonnet,4
MSc,E59,PLe,0,sonnet,0
MSc,E60,PLs,2,sonnet,0
MSc,E61,MSc,3,sonnet,3
MSc,E62,PLp,5,sonnet,0
MSc,E63,PLs,1,sonnet,0
MSc,E64,MSc,3,sonnet,3
MSc,E65,PLp,4,sonnet,0
MSc,E66,PLs,0,sonnet,0
MSc,E67,MSc,2,sonnet,2
MSc,E68,PLp,4,sonnet,0
MSc,E69,PLs,0,sonnet,0
MSc,E70,MSc,2,sonnet,2
MSc,E71,PLp,3,sonnet,0
MSc,E72,PLe,5,sonnet,0
MSc,E73,MSc,1,sonnet,1
MSc,E74,PLp,2,sonnet,0
MSc,E75,PLe,4,sonnet,0
MSc,E76,MSc,1,sonnet,1
MSc,E77,PLp,2,sonnet,0
MSc,E01,PLe,4,opus,0
MSc,E02,MSc,0,opus,0
MSc,E03,PLp,1,opus,1
MSc,E04,PLe,3,opus,0
MSc,E05,PLs,5,opus,0
MSc,E06,PLp,0,opus,0
MSc,E07,PLe,2,opus,1
MSc,E08,PLs,5,opus,0
MSc,E09,PLp,0,opus,0
MSc,E10,PLe,2,opus,0
MSc,E11,PLs,4,opus,0
MSc,E12,PLp,0,opus,0
MSc,E13,PLe,1,opus,0
MSc,E14,PLs,3,opus,0
MSc,E15,MSc,5,opus,5
MSc,E16,PLe,0,opus,0
MSc,E17,PLs,3,opus,0
MSc,E18,MSc,4,opus,4
MSc,E19,PLe,0,opus,0
MSc,E20,PLs,2,opus,0
MSc,E21,MSc,4,opus,4
MSc,E22,PLp,5,opus,1
MSc,E23,PLs,1,opus,0
MSc,E24,MSc,3,opus,3
MSc,E25,PLp,5,opus,0
MSc,E26,PLs,1,opus,0
MSc,E27,MSc,3,opus,3
MSc,E28,PLp,4,opus,0
MSc,E29,PLs,0,opus,0
MSc,E30,MSc,2,opus,2
MSc,E31,PLp,3,opus,0
MSc,E32,PLe,5,opus,0
MSc,E33,MSc,1,opus,1
MSc,E34,PLp,3,opus,0
MSc,E35,PLe,5,opus,0
MSc,E36,MSc,1,opus,1
MSc,E37,PLp,2,opus,0
MSc,E38,PLe,4,opus,0
MSc,E39,MSc,0,opus,0
MSc,E40,PLp,1,opus,1
MSc,E41,PLe,3,opus,1
MSc,E42,MSc,0,opus,0
MSc,E43,PLp,1,opus,1
MSc,E44,PLe,3,opus,0
MSc,E45,PLs,5,opus,0
MSc,E46,PLp,0,opus,1
MSc,E47,PLe,2,opus,0
MSc,E48,PLs,4,opus,0
MSc,E49,PLp,0,opus,0
MSc,E50,PLe,1,opus,0
MSc,E51,PLs,4,opus,0
MSc,E52,MSc,5,opus,5
MSc,E53,PLe,1,opus,0
MSc,E54,PLs,3,opus,0
MSc,E55,MSc,5,opus,5
MSc,E56,PLe,0,opus,0
MSc,E57,PLs,2,opus,0
MSc,E58,MSc,4,opus,4
MSc,E59,PLe,0,opus,0
MSc,E60,PLs,2,opus,0
MSc,E61,MSc,3,opus,3
MSc,E62,PLp,5,opus,0
MSc,E63,PLs,1,opus,0
MSc,E64,MSc,3,opus,3
MSc,E65,PLp,4,opus,0
MSc,E66,PLs,0,opus,0
MSc,E67,MSc,2,opus,2
MSc,E68,PLp,4,opus,0
MSc,E69,PLs,0,opus,0
MSc,E70,MSc,2,opus,2
MSc,E71,PLp,3,opus,0
MSc,E72,PLe,5,opus,0
MSc,E73,MSc,1,opus,1
MSc,E74,PLp,2,opus,0
MSc,E75,PLe,4,opus,0
MSc,E76,MSc,1,opus,1
MSc,E77,PLp,2,opus,0
