run,seed,dim,item_id,true_level,judge,assigned,example
r25,2507,MSc,MSc-18,3,sonnet,2,Settle a dispute between two flatmates over the cleaning rota when both of them want it settled.
r25,2507,MSc,MSc-18,3,opus,3,Settle a dispute between two flatmates over the cleaning rota when both of them want it settled.
r25,2507,MSc,MSc-19,1,haiku,1,Order a coffee and a sandwich at a café counter.
r25,2507,MSc,MSc-19,1,sonnet,1,Order a coffee and a sandwich at a café counter.
r25,2507,MSc,MSc-19,1,opus,1,Order a coffee and a sandwich at a café counter.
r25,2507,MSc,MSc-20,5,haiku,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25,2507,MSc,MSc-20,5,sonnet,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25,2507,MSc,MSc-20,5,opus,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25b,9931,PLp,PLp-01,2,haiku,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25b,9931,PLp,PLp-01,2,sonnet,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25b,9931,PLp,PLp-01,2,opus,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25b,9931,PLp,PLp-02,5,haiku,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25b,9931,PLp,PLp-02,5,sonnet,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25b,9931,PLp,PLp-02,5,opus,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25b,9931,PLp,PLp-03,5,haiku,5,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25b,9931,PLp,PLp-03,5,sonnet,4,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25b,9931,PLp,PLp-03,5,opus,5,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25b,9931,PLp,PLp-04,0,haiku,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
r25b,9931,PLp,PLp-04,0,sonnet,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
r25b,9931,PLp,PLp-04,0,opus,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
r25b,9931,PLp,PLp-05,5,haiku,5,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25b,9931,PLp,PLp-05,5,sonnet,5,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25b,9931,PLp,PLp-05,5,opus,5,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25b,9931,PLp,PLp-06,1,haiku,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25b,9931,PLp,PLp-06,1,sonnet,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25b,9931,PLp,PLp-06,1,opus,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25b,9931,PLp,PLp-07,1,haiku,0,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (The genre supplies the whole plan; no part of it has to be worked out.)"
r25b,9931,PLp,PLp-07,1,sonnet,1,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (The genre supplies the whole plan; no part of it has to be worked out.)"
r25b,9931,PLp,PLp-07,1,opus,1,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (The genre supplies the whole plan; no part of it has to be worked out.)"
r25b,9931,PLp,PLp-08,0,haiku,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25b,9931,PLp,PLp-08,0,sonnet,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25b,9931,PLp,PLp-08,0,opus,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25b,9931,PLp,PLp-09,0,haiku,0,Finish a puzzle from a position in which only one legal continuation remains.
r25b,9931,PLp,PLp-09,0,sonnet,0,Finish a puzzle from a position in which only one legal continuation remains.
r25b,9931,PLp,PLp-09,0,opus,0,Finish a puzzle from a position in which only one legal continuation remains.
r25b,9931,PLp,PLp-10,3,haiku,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25b,9931,PLp,PLp-10,3,sonnet,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25b,9931,PLp,PLp-10,3,opus,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25b,9931,PLp,PLp-11,4,haiku,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25b,9931,PLp,PLp-11,4,sonnet,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25b,9931,PLp,PLp-11,4,opus,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25b,9931,PLp,PLp-12,4,haiku,4,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25b,9931,PLp,PLp-12,4,sonnet,4,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25b,9931,PLp,PLp-12,4,opus,4,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25b,9931,PLp,PLp-13,2,haiku,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25b,9931,PLp,PLp-13,2,sonnet,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25b,9931,PLp,PLp-13,2,opus,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25b,9931,PLp,PLp-14,0,haiku,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25b,9931,PLp,PLp-14,0,sonnet,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25b,9931,PLp,PLp-14,0,opus,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25b,9931,PLp,PLp-15,0,haiku,0,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25b,9931,PLp,PLp-15,0,sonnet,0,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25b,9931,PLp,PLp-15,0,opus,1,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25b,9931,PLp,PLp-16,2,haiku,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
r25b,9931,PLp,PLp-16,2,sonnet,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
r25b,9931,PLp,PLp-16,2,opus,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
r25b,9931,PLp,PLp-17,1,haiku,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25b,9931,PLp,PLp-17,1,sonnet,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25b,9931,PLp,PLp-17,1,opus,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25b,9931,PLp,PLp-18,3,haiku,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25b,9931,PLp,PLp-18,3,sonnet,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25b,9931,PLp,PLp-18,3,opus,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25b,9931,PLp,PLp-19,4,haiku,3,"Plan a mountaineering expedition on a difficult unfamiliar route, where acclimatisation, weather windows, logistics and fallback options must be jointly worked out."
r25b,9931,PLp,PLp-19,4,sonnet,3,"Plan a mountaineering expedition on a difficult unfamiliar route, where acclimatisation, weather windows, logistics and fallback options must be jointly worked out."
r25b,9931,PLp,PLp-19,4,opus,4,"Plan a mountaineering expedition on a difficult unfamiliar route, where acclimatisation, weather windows, logistics and fallback options must be jointly worked out."
r25b,9931,PLp,PLp-20,3,haiku,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25b,9931,PLp,PLp-20,3,sonnet,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25b,9931,PLp,PLp-20,3,opus,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25b,9931,PLe,PLe-01,1,haiku,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25b,9931,PLe,PLe-01,1,sonnet,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25b,9931,PLe,PLe-01,1,opus,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25b,9931,PLe,PLe-02,2,haiku,2,"Assemble a flat-pack wardrobe, where nothing reveals whether a stage was done right until a whole sub-assembly is stood up and either fits together or does not."
r25b,9931,PLe,PLe-02,2,sonnet,2,"Assemble a flat-pack wardrobe, where nothing reveals whether a stage was done right until a whole sub-assembly is stood up and either fits together or does not."
r25b,9931,PLe,PLe-02,2,opus,2,"Assemble a flat-pack wardrobe, where nothing reveals whether a stage was done right until a whole sub-assembly is stood up and either fits together or does not."
r25b,9931,PLe,PLe-03,5,haiku,5,"Carry out a multi-step synthesis of a scarce compound, where a failed step destroys the material. (Contrast Planning, which assesses devising the route: here the route is known and the demand is that no step can be retried.)"
r25b,9931,PLe,PLe-03,5,sonnet,5,"Carry out a multi-step synthesis of a scarce compound, where a failed step destroys the material. (Contrast Planning, which assesses devising the route: here the route is known and the demand is that no step can be retried.)"
r25b,9931,PLe,PLe-03,5,opus,5,"Carry out a multi-step synthesis of a scarce compound, where a failed step destroys the material. (Contrast Planning, which assesses devising the route: here the route is known and the demand is that no step can be retried.)"
r25b,9931,PLe,PLe-04,3,haiku,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25b,9931,PLe,PLe-04,3,sonnet,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25b,9931,PLe,PLe-04,3,opus,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25b,9931,PLe,PLe-05,0,haiku,0,Select the figure that fits the pattern from A to E.
r25b,9931,PLe,PLe-05,0,sonnet,0,Select the figure that fits the pattern from A to E.
r25b,9931,PLe,PLe-05,0,opus,0,Select the figure that fits the pattern from A to E.
r25b,9931,PLe,PLe-06,0,haiku,0,Look up a single fact with one search-engine query.
r25b,9931,PLe,PLe-06,0,sonnet,0,Look up a single fact with one search-engine query.
r25b,9931,PLe,PLe-06,0,opus,0,Look up a single fact with one search-engine query.
r25b,9931,PLe,PLe-07,4,haiku,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25b,9931,PLe,PLe-07,4,sonnet,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25b,9931,PLe,PLe-07,4,opus,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25b,9931,PLe,PLe-08,4,haiku,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25b,9931,PLe,PLe-08,4,sonnet,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25b,9931,PLe,PLe-08,4,opus,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25b,9931,PLe,PLe-09,5,haiku,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25b,9931,PLe,PLe-09,5,sonnet,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25b,9931,PLe,PLe-09,5,opus,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25b,9931,PLe,PLe-10,2,haiku,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25b,9931,PLe,PLe-10,2,sonnet,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25b,9931,PLe,PLe-10,2,opus,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25b,9931,PLe,PLe-11,0,haiku,0,Say whether checkmate can be delivered in one move in a given chess position.
r25b,9931,PLe,PLe-11,0,sonnet,0,Say whether checkmate can be delivered in one move in a given chess position.
r25b,9931,PLe,PLe-11,0,opus,0,Say whether checkmate can be delivered in one move in a given chess position.
r25b,9931,PLe,PLe-12,0,haiku,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single act of transcription.)
r25b,9931,PLe,PLe-12,0,sonnet,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single act of transcription.)
r25b,9931,PLe,PLe-12,0,opus,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single act of transcription.)
r25b,9931,PLe,PLe-13,1,haiku,1,Reset a password by following the prompts on a website.
r25b,9931,PLe,PLe-13,1,sonnet,1,Reset a password by following the prompts on a website.
r25b,9931,PLe,PLe-13,1,opus,1,Reset a password by following the prompts on a website.
r25b,9931,PLe,PLe-14,3,haiku,3,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25b,9931,PLe,PLe-14,3,sonnet,3,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25b,9931,PLe,PLe-14,3,opus,3,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25b,9931,PLe,PLe-15,2,haiku,2,Complete a long structured application form that validates each section on submission.
r25b,9931,PLe,PLe-15,2,sonnet,2,Complete a long structured application form that validates each section on submission.
r25b,9931,PLe,PLe-15,2,opus,2,Complete a long structured application form that validates each section on submission.
r25b,9931,PLe,PLe-16,1,haiku,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25b,9931,PLe,PLe-16,1,sonnet,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25b,9931,PLe,PLe-16,1,opus,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25b,9931,PLe,PLe-17,3,haiku,4,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25b,9931,PLe,PLe-17,3,sonnet,3,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25b,9931,PLe,PLe-17,3,opus,3,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25b,9931,PLe,PLe-18,5,haiku,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25b,9931,PLe,PLe-18,5,sonnet,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25b,9931,PLe,PLe-18,5,opus,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25b,9931,PLe,PLe-19,4,haiku,4,"Manually reconcile a year of a small business's ledger across twelve monthly statements, where a misposted entry in an early month silently unbalances every subsequent account until the final totals are compared. (Contrast the summary at Level 3: there an error is fixed in place; here it forces rework of every month that followed.)"
r25b,9931,PLe,PLe-19,4,sonnet,4,"Manually reconcile a year of a small business's ledger across twelve monthly statements, where a misposted entry in an early month silently unbalances every subsequent account until the final totals are compared. (Contrast the summary at Level 3: there an error is fixed in place; here it forces rework of every month that followed.)"
r25b,9931,PLe,PLe-19,4,opus,4,"Manually reconcile a year of a small business's ledger across twelve monthly statements, where a misposted entry in an early month silently unbalances every subsequent account until the final totals are compared. (Contrast the summary at Level 3: there an error is fixed in place; here it forces rework of every month that followed.)"
r25b,9931,MSc,MSc-01,3,haiku,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25b,9931,MSc,MSc-01,3,sonnet,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25b,9931,MSc,MSc-01,3,opus,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25b,9931,MSc,MSc-02,5,haiku,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25b,9931,MSc,MSc-02,5,sonnet,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25b,9931,MSc,MSc-02,5,opus,5,Chair the closing night of a treaty negotiation where three delegations have stated public red lines that cannot all be honoured.
r25b,9931,MSc,MSc-03,5,haiku,5,"Negotiate a hostage release in which the captor, the police commander pressing to storm the building, and the hostages' families each demand a different course, and each of them reads what is conceded to the others."
r25b,9931,MSc,MSc-03,5,sonnet,5,"Negotiate a hostage release in which the captor, the police commander pressing to storm the building, and the hostages' families each demand a different course, and each of them reads what is conceded to the others."
r25b,9931,MSc,MSc-03,5,opus,5,"Negotiate a hostage release in which the captor, the police commander pressing to storm the building, and the hostages' families each demand a different course, and each of them reads what is conceded to the others."
r25b,9931,MSc,MSc-04,0,haiku,0,Transcribe a recorded lecture into text.
r25b,9931,MSc,MSc-04,0,sonnet,0,Transcribe a recorded lecture into text.
r25b,9931,MSc,MSc-04,0,opus,0,Transcribe a recorded lecture into text.
r25b,9931,MSc,MSc-05,5,haiku,4,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25b,9931,MSc,MSc-05,5,sonnet,5,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25b,9931,MSc,MSc-05,5,opus,5,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25b,9931,MSc,MSc-06,1,haiku,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25b,9931,MSc,MSc-06,1,sonnet,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25b,9931,MSc,MSc-06,1,opus,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25b,9931,MSc,MSc-07,2,haiku,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25b,9931,MSc,MSc-07,2,sonnet,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25b,9931,MSc,MSc-07,2,opus,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25b,9931,MSc,MSc-08,1,haiku,1,Ask a librarian which shelf holds a book you can name.
r25b,9931,MSc,MSc-08,1,sonnet,1,Ask a librarian which shelf holds a book you can name.
r25b,9931,MSc,MSc-08,1,opus,1,Ask a librarian which shelf holds a book you can name.
r25b,9931,MSc,MSc-09,0,haiku,0,Find the cheapest combination of flights for a fixed itinerary.
r25b,9931,MSc,MSc-09,0,sonnet,0,Find the cheapest combination of flights for a fixed itinerary.
r25b,9931,MSc,MSc-09,0,opus,0,Find the cheapest combination of flights for a fixed itinerary.
r25b,9931,MSc,MSc-10,3,haiku,3,"Tell a patient, as their doctor, that they have a serious illness, and bring them to accept a treatment they are at first reluctant to start, working through each concern as it is raised. (Grave and emotionally heavy, but they are not holding out for a different treatment — the work is finding the path to acceptance, not overcoming opposition.)"
r25b,9931,MSc,MSc-10,3,sonnet,3,"Tell a patient, as their doctor, that they have a serious illness, and bring them to accept a treatment they are at first reluctant to start, working through each concern as it is raised. (Grave and emotionally heavy, but they are not holding out for a different treatment — the work is finding the path to acceptance, not overcoming opposition.)"
r25b,9931,MSc,MSc-10,3,opus,3,"Tell a patient, as their doctor, that they have a serious illness, and bring them to accept a treatment they are at first reluctant to start, working through each concern as it is raised. (Grave and emotionally heavy, but they are not holding out for a different treatment — the work is finding the path to acceptance, not overcoming opposition.)"
r25b,9931,MSc,MSc-11,4,haiku,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25b,9931,MSc,MSc-11,4,sonnet,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25b,9931,MSc,MSc-11,4,opus,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25b,9931,MSc,MSc-12,4,haiku,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25b,9931,MSc,MSc-12,4,sonnet,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25b,9931,MSc,MSc-12,4,opus,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25b,9931,MSc,MSc-13,2,haiku,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25b,9931,MSc,MSc-13,2,sonnet,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25b,9931,MSc,MSc-13,2,opus,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25b,9931,MSc,MSc-14,0,haiku,0,Prove that there are infinitely many prime numbers.
r25b,9931,MSc,MSc-14,0,sonnet,0,Prove that there are infinitely many prime numbers.
r25b,9931,MSc,MSc-14,0,opus,0,Prove that there are infinitely many prime numbers.
r25b,9931,MSc,MSc-15,1,haiku,1,Order a coffee and a sandwich at a café counter.
r25b,9931,MSc,MSc-15,1,sonnet,1,Order a coffee and a sandwich at a café counter.
r25b,9931,MSc,MSc-15,1,opus,1,Order a coffee and a sandwich at a café counter.
r25b,9931,MSc,MSc-16,2,haiku,2,"Work out over a support chat which of several products a customer actually needs, each follow-up question depending on what they have just said."
r25b,9931,MSc,MSc-16,2,sonnet,2,"Work out over a support chat which of several products a customer actually needs, each follow-up question depending on what they have just said."
r25b,9931,MSc,MSc-16,2,opus,2,"Work out over a support chat which of several products a customer actually needs, each follow-up question depending on what they have just said."
r25b,9931,MSc,MSc-17,1,haiku,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25b,9931,MSc,MSc-17,1,sonnet,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25b,9931,MSc,MSc-17,1,opus,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25b,9931,MSc,MSc-18,3,haiku,3,"Settle a dispute between two flatmates over the cleaning rota, where each arrived wanting a different split and both will accept whatever they come to see as fair."
r25b,9931,MSc,MSc-18,3,sonnet,3,"Settle a dispute between two flatmates over the cleaning rota, where each arrived wanting a different split and both will accept whatever they come to see as fair."
r25b,9931,MSc,MSc-18,3,opus,3,"Settle a dispute between two flatmates over the cleaning rota, where each arrived wanting a different split and both will accept whatever they come to see as fair."
r25b,9931,MSc,MSc-19,4,haiku,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25b,9931,MSc,MSc-19,4,sonnet,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25b,9931,MSc,MSc-19,4,opus,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25b,9931,MSc,MSc-20,3,haiku,3,"Agree a price with a market trader who opens far above what you will pay, where both of you want the sale to happen and the work is finding the figure that suits you both."
r25b,9931,MSc,MSc-20,3,sonnet,3,"Agree a price with a market trader who opens far above what you will pay, where both of you want the sale to happen and the work is finding the figure that suits you both."
r25b,9931,MSc,MSc-20,3,opus,3,"Agree a price with a market trader who opens far above what you will pay, where both of you want the sale to happen and the work is finding the figure that suits you both."
r25c,4412,PLp,PLp-01,3,haiku,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25c,4412,PLp,PLp-01,3,sonnet,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25c,4412,PLp,PLp-01,3,opus,3,"Plan a multi-city international trip where flight dates, visa processing times and bookings constrain one another. (Contrast the day-trip at Level 2, whose choices are independent.)"
r25c,4412,PLp,PLp-02,1,haiku,1,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (One well-established routine covers it end to end; nothing has to be divided into subtasks.)"
r25c,4412,PLp,PLp-02,1,sonnet,1,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (One well-established routine covers it end to end; nothing has to be divided into subtasks.)"
r25c,4412,PLp,PLp-02,1,opus,1,"Write a covering letter for a job application, given the advertisement and the CV it responds to. (One well-established routine covers it end to end; nothing has to be divided into subtasks.)"
r25c,4412,PLp,PLp-03,0,haiku,0,Finish a puzzle from a position in which only one legal continuation remains.
r25c,4412,PLp,PLp-03,0,sonnet,0,Finish a puzzle from a position in which only one legal continuation remains.
r25c,4412,PLp,PLp-03,0,opus,0,Finish a puzzle from a position in which only one legal continuation remains.
r25c,4412,PLp,PLp-04,1,haiku,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25c,4412,PLp,PLp-04,1,sonnet,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25c,4412,PLp,PLp-04,1,opus,1,Draft a brief email summarising the key points from a meeting after reading the notes.
r25c,4412,PLp,PLp-05,0,haiku,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25c,4412,PLp,PLp-05,0,sonnet,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25c,4412,PLp,PLp-05,0,opus,0,"What year did Darwin publish ""The Origin of Species"": 1856, 1859, 1865 or 1866?"
r25c,4412,PLp,PLp-06,0,haiku,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
r25c,4412,PLp,PLp-06,0,sonnet,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
r25c,4412,PLp,PLp-06,0,opus,0,Convert a temperature from Celsius to Fahrenheit. (A single computation; there is nothing to sequence or decide.)
