run,item_id,kind,dim,judge,assigned,prereg,task
r26a_baseline,N09,attractor,PLs,opus,0,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26a_baseline,N10,attractor,PLs,opus,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26a_baseline,S01,sentinel,PLs,opus,2,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26a_baseline,S02,sentinel,PLs,opus,5,5,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26a_baseline,S03,sentinel,PLs,opus,0,0,Which planet is closest to the Sun?
r26a_baseline,S04,sentinel,PLs,opus,4,4,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26a_baseline,S05,sentinel,PLs,opus,1,1|2,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26a_baseline,S06,sentinel,PLs,opus,4,0|1,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26a_baseline,T01,trap,MSc,haiku,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26a_baseline,T02,trap,MSc,haiku,1,1,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26a_baseline,T03,trap,MSc,haiku,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26a_baseline,T04,trap,MSc,haiku,0,0,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26a_baseline,T05,trap,MSc,haiku,0,0,Complete a Sudoku grid printed in a newspaper.
r26a_baseline,T06,trap,MSc,haiku,1,1,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26a_baseline,T07,trap,MSc,haiku,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26a_baseline,T08,trap,MSc,haiku,0,0,A program crashes intermittently. The complete source is available to read. Find the fault.
r26a_baseline,N01,attractor,MSc,haiku,0,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26a_baseline,N02,attractor,MSc,haiku,0,0,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26a_baseline,N03,attractor,MSc,haiku,0,0,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26a_baseline,N04,attractor,MSc,haiku,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26a_baseline,N05,attractor,MSc,haiku,0,0,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26a_baseline,N06,attractor,MSc,haiku,0,0,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26a_baseline,N07,attractor,MSc,haiku,3,3|4,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26a_baseline,N08,attractor,MSc,haiku,5,5,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26a_baseline,N09,attractor,MSc,haiku,4,4,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26a_baseline,N10,attractor,MSc,haiku,0,0,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26a_baseline,S01,sentinel,MSc,haiku,0,0,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26a_baseline,S02,sentinel,MSc,haiku,0,0,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26a_baseline,S03,sentinel,MSc,haiku,0,0,Which planet is closest to the Sun?
r26a_baseline,S04,sentinel,MSc,haiku,0,0,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26a_baseline,S05,sentinel,MSc,haiku,5,5,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26a_baseline,S06,sentinel,MSc,haiku,0,0,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26a_baseline,T01,trap,MSc,sonnet,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26a_baseline,T02,trap,MSc,sonnet,1,1,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26a_baseline,T03,trap,MSc,sonnet,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26a_baseline,T04,trap,MSc,sonnet,0,0,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26a_baseline,T05,trap,MSc,sonnet,0,0,Complete a Sudoku grid printed in a newspaper.
r26a_baseline,T06,trap,MSc,sonnet,1,1,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26a_baseline,T07,trap,MSc,sonnet,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26a_baseline,T08,trap,MSc,sonnet,0,0,A program crashes intermittently. The complete source is available to read. Find the fault.
r26a_baseline,N01,attractor,MSc,sonnet,0,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26a_baseline,N02,attractor,MSc,sonnet,0,0,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26a_baseline,N03,attractor,MSc,sonnet,0,0,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26a_baseline,N04,attractor,MSc,sonnet,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26a_baseline,N05,attractor,MSc,sonnet,0,0,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26a_baseline,N06,attractor,MSc,sonnet,0,0,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26a_baseline,N07,attractor,MSc,sonnet,3,3|4,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26a_baseline,N08,attractor,MSc,sonnet,5,5,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26a_baseline,N09,attractor,MSc,sonnet,4,4,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26a_baseline,N10,attractor,MSc,sonnet,0,0,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26a_baseline,S01,sentinel,MSc,sonnet,0,0,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26a_baseline,S02,sentinel,MSc,sonnet,0,0,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26a_baseline,S03,sentinel,MSc,sonnet,0,0,Which planet is closest to the Sun?
r26a_baseline,S04,sentinel,MSc,sonnet,0,0,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26a_baseline,S05,sentinel,MSc,sonnet,5,5,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26a_baseline,S06,sentinel,MSc,sonnet,0,0,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26a_baseline,T01,trap,MSc,opus,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26a_baseline,T02,trap,MSc,opus,1,1,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26a_baseline,T03,trap,MSc,opus,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26a_baseline,T04,trap,MSc,opus,0,0,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26a_baseline,T05,trap,MSc,opus,0,0,Complete a Sudoku grid printed in a newspaper.
r26a_baseline,T06,trap,MSc,opus,1,1,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26a_baseline,T07,trap,MSc,opus,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26a_baseline,T08,trap,MSc,opus,0,0,A program crashes intermittently. The complete source is available to read. Find the fault.
r26a_baseline,N01,attractor,MSc,opus,1,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26a_baseline,N02,attractor,MSc,opus,0,0,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26a_baseline,N03,attractor,MSc,opus,0,0,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26a_baseline,N04,attractor,MSc,opus,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26a_baseline,N05,attractor,MSc,opus,0,0,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26a_baseline,N06,attractor,MSc,opus,0,0,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26a_baseline,N07,attractor,MSc,opus,3,3|4,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26a_baseline,N08,attractor,MSc,opus,5,5,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26a_baseline,N09,attractor,MSc,opus,4,4,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26a_baseline,N10,attractor,MSc,opus,0,0,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26a_baseline,S01,sentinel,MSc,opus,0,0,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26a_baseline,S02,sentinel,MSc,opus,0,0,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26a_baseline,S03,sentinel,MSc,opus,0,0,Which planet is closest to the Sun?
r26a_baseline,S04,sentinel,MSc,opus,0,0,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26a_baseline,S05,sentinel,MSc,opus,5,5,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26a_baseline,S06,sentinel,MSc,opus,0,0,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26b_clause_bound,T01,trap,PLs,haiku,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26b_clause_bound,T02,trap,PLs,haiku,1,0,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26b_clause_bound,T03,trap,PLs,haiku,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26b_clause_bound,T04,trap,PLs,haiku,1,1|2,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26b_clause_bound,T05,trap,PLs,haiku,0,0,Complete a Sudoku grid printed in a newspaper.
r26b_clause_bound,T06,trap,PLs,haiku,0,0,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26b_clause_bound,T07,trap,PLs,haiku,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26b_clause_bound,T08,trap,PLs,haiku,3,3|5,A program crashes intermittently. The complete source is available to read. Find the fault.
r26b_clause_bound,N01,attractor,PLs,haiku,1,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26b_clause_bound,N02,attractor,PLs,haiku,3,2|3,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26b_clause_bound,N03,attractor,PLs,haiku,1,2|3,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26b_clause_bound,N04,attractor,PLs,haiku,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26b_clause_bound,N05,attractor,PLs,haiku,4,0|1,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26b_clause_bound,N06,attractor,PLs,haiku,1,0|1,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26b_clause_bound,N07,attractor,PLs,haiku,3,1|2,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26b_clause_bound,N08,attractor,PLs,haiku,4,1|2,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26b_clause_bound,N09,attractor,PLs,haiku,1,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26b_clause_bound,N10,attractor,PLs,haiku,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26b_clause_bound,S01,sentinel,PLs,haiku,4,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26b_clause_bound,S02,sentinel,PLs,haiku,5,5,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26b_clause_bound,S03,sentinel,PLs,haiku,1,0,Which planet is closest to the Sun?
r26b_clause_bound,S04,sentinel,PLs,haiku,4,4,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26b_clause_bound,S05,sentinel,PLs,haiku,4,1|2,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26b_clause_bound,S06,sentinel,PLs,haiku,3,0|1,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26b_clause_bound,P1,probe,PLs,haiku,3,,"A configuration file on a shared build server is changed by another team without notice, and your pipeline starts failing."
r26b_clause_bound,P2,probe,PLs,haiku,3,,"Trace why a report you compiled last month contains wrong subtotals, given that you built every intermediate sheet yourself and no one else has touched them."
r26b_clause_bound,P3,probe,PLs,haiku,4,,A warehouse's stock levels change as other staff pick and restock while you are counting; each shelf can be re-counted whenever you choose.
r26b_clause_bound,T01,trap,PLs,sonnet,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26b_clause_bound,T02,trap,PLs,sonnet,0,0,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26b_clause_bound,T03,trap,PLs,sonnet,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26b_clause_bound,T04,trap,PLs,sonnet,0,1|2,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26b_clause_bound,T05,trap,PLs,sonnet,0,0,Complete a Sudoku grid printed in a newspaper.
r26b_clause_bound,T06,trap,PLs,sonnet,0,0,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26b_clause_bound,T07,trap,PLs,sonnet,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26b_clause_bound,T08,trap,PLs,sonnet,3,3|5,A program crashes intermittently. The complete source is available to read. Find the fault.
r26b_clause_bound,N01,attractor,PLs,sonnet,0,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26b_clause_bound,N02,attractor,PLs,sonnet,3,2|3,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26b_clause_bound,N03,attractor,PLs,sonnet,0,2|3,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26b_clause_bound,N04,attractor,PLs,sonnet,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26b_clause_bound,N05,attractor,PLs,sonnet,0,0|1,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26b_clause_bound,N06,attractor,PLs,sonnet,0,0|1,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26b_clause_bound,N07,attractor,PLs,sonnet,0,1|2,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26b_clause_bound,N08,attractor,PLs,sonnet,0,1|2,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26b_clause_bound,N09,attractor,PLs,sonnet,0,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26b_clause_bound,N10,attractor,PLs,sonnet,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26b_clause_bound,S01,sentinel,PLs,sonnet,0,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26b_clause_bound,S02,sentinel,PLs,sonnet,5,5,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26b_clause_bound,S03,sentinel,PLs,sonnet,0,0,Which planet is closest to the Sun?
r26b_clause_bound,S04,sentinel,PLs,sonnet,4,4,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26b_clause_bound,S05,sentinel,PLs,sonnet,0,1|2,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26b_clause_bound,S06,sentinel,PLs,sonnet,0,0|1,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26b_clause_bound,P1,probe,PLs,sonnet,3,,"A configuration file on a shared build server is changed by another team without notice, and your pipeline starts failing."
r26b_clause_bound,P2,probe,PLs,sonnet,0,,"Trace why a report you compiled last month contains wrong subtotals, given that you built every intermediate sheet yourself and no one else has touched them."
r26b_clause_bound,P3,probe,PLs,sonnet,4,,A warehouse's stock levels change as other staff pick and restock while you are counting; each shelf can be re-counted whenever you choose.
r26b_clause_bound,T01,trap,PLs,opus,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26b_clause_bound,T02,trap,PLs,opus,0,0,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26b_clause_bound,T03,trap,PLs,opus,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26b_clause_bound,T04,trap,PLs,opus,0,1|2,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26b_clause_bound,T05,trap,PLs,opus,0,0,Complete a Sudoku grid printed in a newspaper.
r26b_clause_bound,T06,trap,PLs,opus,0,0,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26b_clause_bound,T07,trap,PLs,opus,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26b_clause_bound,T08,trap,PLs,opus,5,3|5,A program crashes intermittently. The complete source is available to read. Find the fault.
r26b_clause_bound,N01,attractor,PLs,opus,0,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26b_clause_bound,N02,attractor,PLs,opus,3,2|3,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26b_clause_bound,N03,attractor,PLs,opus,3,2|3,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26b_clause_bound,N04,attractor,PLs,opus,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26b_clause_bound,N05,attractor,PLs,opus,4,0|1,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26b_clause_bound,N06,attractor,PLs,opus,0,0|1,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26b_clause_bound,N07,attractor,PLs,opus,2,1|2,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26b_clause_bound,N08,attractor,PLs,opus,1,1|2,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26b_clause_bound,N09,attractor,PLs,opus,1,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26b_clause_bound,N10,attractor,PLs,opus,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26b_clause_bound,S01,sentinel,PLs,opus,2,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26b_clause_bound,S02,sentinel,PLs,opus,5,5,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26b_clause_bound,S03,sentinel,PLs,opus,0,0,Which planet is closest to the Sun?
r26b_clause_bound,S04,sentinel,PLs,opus,4,4,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26b_clause_bound,S05,sentinel,PLs,opus,2,1|2,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26b_clause_bound,S06,sentinel,PLs,opus,0,0|1,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26b_clause_bound,P1,probe,PLs,opus,4,,"A configuration file on a shared build server is changed by another team without notice, and your pipeline starts failing."
r26b_clause_bound,P2,probe,PLs,opus,2,,"Trace why a report you compiled last month contains wrong subtotals, given that you built every intermediate sheet yourself and no one else has touched them."
r26b_clause_bound,P3,probe,PLs,opus,4,,A warehouse's stock levels change as other staff pick and restock while you are counting; each shelf can be re-counted whenever you choose.
r26c_example_bound,T01,trap,PLs,haiku,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26c_example_bound,T02,trap,PLs,haiku,1,0,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26c_example_bound,T03,trap,PLs,haiku,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26c_example_bound,T04,trap,PLs,haiku,2,1|2,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26c_example_bound,T05,trap,PLs,haiku,0,0,Complete a Sudoku grid printed in a newspaper.
r26c_example_bound,T06,trap,PLs,haiku,0,0,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26c_example_bound,T07,trap,PLs,haiku,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26c_example_bound,T08,trap,PLs,haiku,3,3|5,A program crashes intermittently. The complete source is available to read. Find the fault.
r26c_example_bound,N01,attractor,PLs,haiku,2,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26c_example_bound,N02,attractor,PLs,haiku,3,2|3,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26c_example_bound,N03,attractor,PLs,haiku,2,2|3,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26c_example_bound,N04,attractor,PLs,haiku,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26c_example_bound,N05,attractor,PLs,haiku,4,0|1,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26c_example_bound,N06,attractor,PLs,haiku,2,0|1,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26c_example_bound,N07,attractor,PLs,haiku,3,1|2,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26c_example_bound,N08,attractor,PLs,haiku,3,1|2,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26c_example_bound,N09,attractor,PLs,haiku,3,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26c_example_bound,N10,attractor,PLs,haiku,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26c_example_bound,S01,sentinel,PLs,haiku,5,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
r26c_example_bound,S02,sentinel,PLs,haiku,5,5,"Keep a submarine's position fixed during a long dive using inertial sensors alone, with no external fix available."
r26c_example_bound,S03,sentinel,PLs,haiku,1,0,Which planet is closest to the Sun?
r26c_example_bound,S04,sentinel,PLs,haiku,4,4,"Monitor a chemical plant from its control room, where every process variable changes continuously and all of them are displayed on the panel."
r26c_example_bound,S05,sentinel,PLs,haiku,4,1|2,"Mediate a three-way dispute over a plot of land between a developer, a residents' association and the local council, whose demands cannot all be met and each of whom watches what the others are given."
r26c_example_bound,S06,sentinel,PLs,haiku,3,0|1,"Typeset a 400-page book by hand, where a style defined wrongly in an early chapter silently mis-formats every later chapter that uses it."
r26c_example_bound,P1,probe,PLs,haiku,3,,"A configuration file on a shared build server is changed by another team without notice, and your pipeline starts failing."
r26c_example_bound,P2,probe,PLs,haiku,2,,"Trace why a report you compiled last month contains wrong subtotals, given that you built every intermediate sheet yourself and no one else has touched them."
r26c_example_bound,P3,probe,PLs,haiku,4,,A warehouse's stock levels change as other staff pick and restock while you are counting; each shelf can be re-counted whenever you choose.
r26c_example_bound,T01,trap,PLs,sonnet,0,0,"Given a chess position, work out the strongest continuation and state the single move you would play."
r26c_example_bound,T02,trap,PLs,sonnet,0,0,"Write an opinion piece for a national newspaper arguing that the retirement age should be raised, and submit it to the editor."
r26c_example_bound,T03,trap,PLs,sonnet,0,0,"Solve a sliding-block puzzle through an interface that refuses any move violating the rules, but where a permitted move can lead to a dead end from which the puzzle cannot be finished."
r26c_example_bound,T04,trap,PLs,sonnet,0,1|2,"Carry out a 300-step cell-culture protocol exactly as written, in the order given, over three days."
r26c_example_bound,T05,trap,PLs,sonnet,0,0,Complete a Sudoku grid printed in a newspaper.
r26c_example_bound,T06,trap,PLs,sonnet,0,0,Send a written notification to a family informing them that a relative has died in an accident. There is no reply and no further contact.
r26c_example_bound,T07,trap,PLs,sonnet,0,0,Prove a hard olympiad inequality and write out the finished proof.
r26c_example_bound,T08,trap,PLs,sonnet,3,3|5,A program crashes intermittently. The complete source is available to read. Find the fault.
r26c_example_bound,N01,attractor,PLs,sonnet,0,0|1,"Write a grant proposal in which the budget must match the workplan, the workplan must match the stated aims, and a change to any one forces changes to the others."
r26c_example_bound,N02,attractor,PLs,sonnet,3,2|3,"Design the plan for replicating a machine-learning paper that omits key hyperparameters and preprocessing details: what to implement, in what order, and which checks would distinguish a bug from a setup difference."
r26c_example_bound,N03,attractor,PLs,sonnet,0,2|3,Devise the experimental plan to test a novel biological hypothesis for which no established assay exists.
r26c_example_bound,N04,attractor,PLs,sonnet,0,0,Solve a contest programming problem whose intended solution is a single standard technique that applies directly once the problem type is recognised.
r26c_example_bound,N05,attractor,PLs,sonnet,4,0|1,"Play out a 40-move chess endgame against an opponent, making each move in turn as the position develops."
r26c_example_bound,N06,attractor,PLs,sonnet,0,0|1,Assemble a flat-pack desk in which every individual screw visibly seats or fails to seat as it is driven.
r26c_example_bound,N07,attractor,PLs,sonnet,0,1|2,"Over several meetings, draw out what a client actually needs from a new system and bring them to accept a smaller scope than they first asked for."
r26c_example_bound,N08,attractor,PLs,sonnet,0,1|2,"Settle a custody arrangement between two parents who each want the child living with them, and each of whom expects the other to exploit any concession."
r26c_example_bound,N09,attractor,PLs,sonnet,0,1|2,Buy a used car from a dealer who states a floor price and will end the conversation rather than go below it.
r26c_example_bound,N10,attractor,PLs,sonnet,0,0|1,Convert a spreadsheet of a thousand temperature readings from Celsius to Fahrenheit and produce a summary table of monthly means.
r26c_example_bound,S01,sentinel,PLs,sonnet,0,1|2,"Push an irreversible firmware update to a fleet of devices already deployed in the field, where a bad image renders a device unrecoverable."
